HWSER175;;See – Srv 01;See – Srv 01;;200.20.28.52;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor de Sistema Reinventando a Escola;;;;;;;;;
HWSER176;;see_srv01;see_srv01;;10.50.14.100;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Gerente;;;;;;;;;
HWSER177;;see_est01;see_est01;;10.50.14.103;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor;;;;;;;;;
HWSER178;;see_est02;see_est02;;10.50.14.102;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Gerente;;;;;;;;;
HWSER179;;see_est03;see_est03;;10.50.14.101;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Gerente;;;;;;;;;
HWSER180;;Sef;Sef;;200.20.29.130;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor de Sistemas da unidade funcional fazenda - Collocation;;;;;;;;;
HWSER181;;Seriema;Seriema;;10.18.0.2 ;;;;;;HARDWARE;SERVIDOR;;;UERJ;;;;;;;;;Servidor Backup UERJ - LEGATO;;;;;;;;;
HWSER182;;Server - BD;Server - BD;;10.12.15.3 ;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;;;;;;;;;;
HWSER183;;Soldado;Soldado;;200.156.33.23;;;;;;HARDWARE;SERVIDOR;;;GTI;;;;;;;;;Banco de Dados SQL 2000;;;;;;;;;
HWSER184;;Suiriri;Suiriri;;10.10.8.48;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Aplicação para Sistema de Atualização Cadastral e Servidor contigência Sabia;;;;;;;;;
HWSER185;;Sururina;Sururina;;200.20.28.131;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Impressão HP;;;;;;;;;
HWSER186;;Tangara;Tangara;;200.20.28.136;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Onbase Produção;;;;;;;;;
HWSER189;;Tesourinha;Tesourinha;;10.10.8.66;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;icox;;;;;;;;;
HWSER190;;Tie;Tie;;10.12.44.16;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Firewall Checkpoint - Gerente;;;;;;;;;
HWSER191;;Tiesangue;Tiesangue;;10.10.8.43;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Web de Estatísticas de sites;;;;;;;;;
HWSER192;;Tiesangue 2;Tiesangue 2;;10.10.8.22;;;;;;HARDWARE;SERVIDOR;;;GSI;;;;;;;;;Servidor Web Produção;;;;;;;;;
HWSER193;;Tietinga;Tietinga;;10.10.8.50;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Web Produção - Casa Civil;;;;;;;;;
HWSER194;;Tiriba ;Tiriba ;;200.156.3.18;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Banco de dados;;;;;;;;;
HWSER195;;Tiziu;Tiziu;;10.10.8.23;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Web Produção - (Hardware FESP);;;;;;;;;
HWSER196;;Topazio;Topazio;;200.156.33.46;;;;;;HARDWARE;SERVIDOR;;;GSI;;;;;;;;;Servidor de Homologação SQL Server;;;;;;;;;
HWSER198;;Trincaferro;Trincaferro;;10.10.8.19;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor de Certificação Digital;;;;;;;;;
HWSER199;;Tuin;Tuin;;200.156.33.26;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Banco de Dados Mysql 4.1.11 – produção;;;;;;;;;
HWSER200;;Tuipara;Tuipara;;10.10.8.49;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Web M-Clipping;;;;;;;;;
HWSER201;;Tuiuiu;Tuiuiu;;10.10.1.26;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Base de Consulta - Access e Notes;;;;;;;;;
HWSER202;;Uirapuru;Uirapuru;;10.14.0.8;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Web de Desenvolvimento .NET;;;;;;;;;
HWSER204;;Urutau;Urutau;;10.10.8.36;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Web Produção – Upload de Informações;;;;;;;;;
HWSER207;;Wiki;Wiki;;;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Máquina Virtual – Projetos e Portal da GSL;;;;;;;;;
HWSER208;;Xexeu;Xexeu;;10.14.0.24;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor Desenvolvimento Aplicação Script Case;;;;;;;;;
HWSER209;;MELRO;MELRO;;10.10.1.102;;;;;;HARDWARE;SERVIDOR;;DATACENTER;GRT;;;;;;OPERACIONAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HWSER211;;Zorro;Zorro;;200.156.33.38;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Banco de Dados;;;;;;;;;
HWSER212;;CABOCLINHO1;CABOCLINHO1;;200.20.29.55;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;;;;;;;;;;
N_HWSER047;;Aracari;Aracari;;10.10.10.132 ;;;;;;HARDWARE;SERVIDOR;;Collocation;;;;;;;;;;Servidor Webcasting / IIS - Collocation SEE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N_HWSER048;;Aracuan;Aracuan;;10.4.55.99;;;;;;HARDWARE;SERVIDOR;;;;;;;;;;;;Servidor de Proxy - Linux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHAVE;SERIAL NUMBER;ALIAS;HOST NAME;MAC ADDRESS;IP;PATRIM‘NIO;FABRICANTE;COD FABRICANTE;MOD FABRICANTE;VERS√O;FAMILIA;CLASSE;GARANTIA;LOCALIZA«√O;USU¡RIO RESPONS¡VEL;INÕCIO RESPONSABILIDADE;FORNECEDOR;LICEN«A;DATA COMPRA;DATA ENTRADA;STATUS;STATUS AGENDADO;CUSTO;STATUS AGENDADO;CUSTO;SERVI«O;AMBIENTE;IP SECUND¡RIO;IP TERCI¡RIO;SERVIDOR;NOME DO SITE;CLIENTE;EMAIL;TELEFONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
