"CHAVE" "HOST NAME" "IP" "STATUS"
"SWWEB193" "www.estatisticadesite.rj.gov.br/fcfb" "-" "-"
"SWWEB194" "www.estatisticadesite.rj.gov.br/feema" "-" "-"
"SWWEB195" "www.estatisticadesite.rj.gov.br/fesp" "-" "-"
"SWWEB196" "www.estatisticadesite.rj.gov.br/fia" "-" "-"
"SWWEB197" "www.estatisticadesite.rj.gov.br/governo" "-" "-"
"SWWEB198" "www.estatisticadesite.rj.gov.br/ief" "-" "-"
"SWWEB199" "www.estatisticadesite.rj.gov.br/imprensa" "-" "-"
"SWWEB200" "www.estatisticadesite.rj.gov.br/intranet" "-" "-"
"SWWEB201" "www.estatisticadesite.rj.gov.br/intranet" "-" "-"
"SWWEB202" "www.estatisticadesite.rj.gov.br/ipem" "-" "-"
"SWWEB203" "www.estatisticadesite.rj.gov.br/isp" "-" "-"
"SWWEB204" "www.estatisticadesite.rj.gov.br/ivb" "-" "-"
"SWWEB205" "www.estatisticadesite.rj.gov.br/leaoiii" "-" "-"
"SWWEB206" "www.estatisticadesite.rj.gov.br/microbac" "-" "-"
"SWWEB207" "www.estatisticadesite.rj.gov.br/mis" "-" "-"
"SWWEB208" "www.estatisticadesite.rj.gov.br/pai" "-" "OPERACIONAL"
"SWWEB209" "www.estatisticadesite.rj.gov.br/pge" "-" "-"
"SWWEB210" "www.estatisticadesite.rj.gov.br/portaldi" "-" "-"
"SWWEB211" "www.estatisticadesite.rj.gov.br/pmepf" "-" "-"
"SWWEB212" "www.estatisticadesite.rj.gov.br/prematri" "-" "-"
"SWWEB213" "www.estatisticadesite.rj.gov.br/prematri" "-" "-"
"SWWEB214" "www.estatisticadesite.rj.gov.br/procon" "-" "-"
"SWWEB215" "www.estatisticadesite.rj.gov.br/proderj" "-" "-"
"SWWEB216" "www.estatisticadesite.rj.gov.br/fm94" "-" "-"
"SWWEB217" "www.estatisticadesite.rj.gov.br/represbs" "-" "-"
"SWWEB218" "www.estatisticadesite.rj.gov.br/riosimpl" "-" "-"
"SWWEB219" "www.estatisticadesite.rj.gov.br/riofazde" "-" "-"
"SWWEB220" "www.estatisticadesite.rj.gov.br/rioprevi" "-" "-"
"SWWEB221" "www.estatisticadesite.rj.gov.br/riotrilh" "-" "-"
"SWWEB222" "www.estatisticadesite.rj.gov.br/sea" "-" "-"
"SWWEB223" "www.estatisticadesite.rj.gov.br/seap" "-" "-"
"SWWEB224" "www.estatisticadesite.rj.gov.br/sect" "-" "-"
"SWWEB225" "www.estatisticadesite.rj.gov.br/semecelt" "-" "-"
"SWWEB226" "www.estatisticadesite.rj.gov.br/seplag" "-" "-"
"SWWEB227" "www.estatisticadesite.rj.gov.br/serla" "-" "-"
"SWWEB228" "www.estatisticadesite.rj.gov.br/setrab" "-" "-"
"SWWEB229" "www.estatisticadesite.rj.gov.br/setrans" "-" "-"
"SWWEB230" "www.estatisticadesite.rj.gov.br/software" "-" "-"
"SWWEB231" "www.estatisticadesite.rj.gov.br/suderj" "-" "-"
"SWWEB232" "www.estatisticadesite.rj.gov.br/supletiv" "-" "-"
"SWWEB233" "www.estatisticadesite.rj.gov.br/turismo" "-" "-"
"SWWEB234" "www.estatisticadesite.rj.gov.br/turisrio" "-" "-"
"SWWEB235" "www.onbase.proderj.rj.gov.br" "-" "OPERACIONAL"
"SWWEB236" "www.concursosaude.fesp.rj.gov.br" "-" "OPERACIONAL"
"SWWEB237" "www.fesp.rj.gov.br" "-" "OPERACIONAL"
"SWWEB238" "www.m-clipping.proderj.rj.gov.br" "-" "OPERACIONAL"
"SWWEB239" "www.videoclipping.com.br" "-" "OPERACIONAL"
"SWWEB240" "www.clipnaweb.com.br" "-" "OPERACIONAL"
"SWWEB241" "-" "-" "OPERACIONAL"
"SWWEB242" "-" "-" "OPERACIONAL"





HWAPS001;APCA0501;10.50.3.23;-
HWAPS002;APCA0502;10.50.3.21;-
HWAPS003;APCM0501_TEREZA;10.50.3.24;-
HWAPS004;APCM0502;10.50.3.22;-
HWAPS005;APCA2501;-;-
HWAPS006;APCA2502;10.50.3.13;-
HWAPS007;APCM2501;10.50.3.14;-
HWAPS008;APCM2502;-;-
HWAPS009;APCA2601;10.50.3.6;-
HWAPS010;APCA2602;-;-
HWAPS011;APCM2601;10.50.3.9;-
HWAPS012;APCM2602;10.50.3.2;-
HWAPS013;APCA2801;10.50.3.4;-
HWAPS014;APCA2802;-;-
HWAPS015;APCM2801;10.50.3.10;-
HWAPS016;APCM2802;10.50.3.18;-
HWAPS017;APCA2901;10.50.3.11;-
HWAPS018;APCA2902;-;-
HWAPS019;APCM2901;10.50.3.17;-
HWAPS020;APCM2902;10.50.3.19;-
HWAPS021;APCA3001;10.50.3.12;-
HWAPS022;APCA3002;10.50.3.3;-
HWAPS023;APCM3001;10.50.3.20;-
HWAPS024;APCM3002;10.50.3.15;-
HWAPS025;AP_GOV_P.Laranjeiras;10.3.191.10;-
HWAPS026;AP_SAOA_SALA_VIP;10.4.23.75;-
HWAPS027;AP_SAOA_RESTAURANTE;10.4.23.23;-


HWROT001;ROT_INTERNET1;200.156.51.3;1
HWROT002;ROT_10Mb_P.Guanabara;10.4.61.49;1
HWROT003;ROT_MARACANA;10.4.50.1;1
HWROT004;ROT_SERPRO1;10.3.50.41;1
HWROT005;ROT_SERPRO2;10.3.48.145;1
HWROT006;ROT_INTERNET2;200.156.51.6;1
HWROT007;RouterNucleoCentral;10.13.251.2;1
HWROT008;RIO_DAS_FLORES;200.20.31.1;1
HWROT009;FESP;10.3.32.0;1
HWROT010;FAZENDA;10.3.178.144;1
HWROT011;SESDEC;200.20.33.1;1
HWROT012;CEDERJ_MANGUEIRA;200.20.40.1;1
HWROT013;IMPRENSA_OFICIAL;10.10.212.128;1
HWROT014;PETROPOLIS;10.10.121.16;1
HWROT015;BARRA_DO_PIRAI;10.3.178.193;1
HWROT016;QUISSAMA;10.3.187.96;1
HWROT017;DETRAN;10.220.1.0;1
HWROT018;SEPLAG;10.3.108.0;1
HWROT019;ACESSO_DISCADO;200.20.57.46;1
HWROT020;ROUTER_CBPF;200.20.96.70;1
HWROT021;ROT_REDEGOV1;10.1.3.122;1
HWROT022;ROT_OI_LINK1;200.216.160.137;1
HWROT023;ROT_OI_LINK2;201.18.10.213;1
HWROT024;ROT_CBPF;200.20.96.70;1
HWROT025;SEPLAG;10.9.0.1;1
HWROT026;SETRANS;10.9.5.1;1
HWROT027;POUPA_TEMPO_BANGU;10.3.180.1;1
HWROT028;POUPA_TEMPO_S_J_MERITI;10.9.33.1;1
HWROT029;SEDEIS;10.9.30.1;1
HWROT030;SEAP;10.9.26.1;1
HWROT031;DER;10.10.122.1;1
HWROT032;94_FM;200.156.43.33;1
HWROT033;ROT_1Mb_P.Laranjeiras;10.10.212.193;1
HWROT034;ROT_2Mb_P.Laranjeiras;10.3.191.9;1
HWROT035;ROT_SAOA;10.4.23.69;1
HWROT036;ROT_RIOSOLIDARIO;10.3.49.1;1
HWROT037;ROT_SIAFEM_I;130.1.1.5;1
HWROT038;ROT_SIAFEM_II;130.1.1.100;1
HWROT039;ROT_AGETRANSP;10.9.38.129;1
HWROT040;ROT_RIO_CARD;10.9.45.129;1
HWROT041;ROT_RJO_6499992;10.3.187.2;1
HWROT042;ROT_RJO_6500004;10.3.187.3;1
HWROT043;ROT_RJO_6500370;200.222.72.10;1
HWROT044;ROT_RJO_6500379;200.222.72.11;1
HWROT045;ROT_2Mb_P.Guanabara;10.3.191.1;1
HWROT046;ROT_10Mb_P.Laranjeiras;10.9.51.129;1
HWROT047;ROT_AS_PRODERJ;187.62.143.2;1
HWROT048;INEA;10.4.24.1;1



HWSWI001;SW_REDEGOV1;10.1.3.121;1
HWSWI002;SW_MALHA_EXTERNA;10.13.252.2;1
HWSWI003;SWBLADEPROD;10.12.48.99;1
HWSWI004;SWCA2200;10.12.48.100;1
HWSWI005;SWMI0201;10.14.45.11;1
HWSWI006;SWPA0601;10.17.45.11;1
HWSWI007;SW_SERPRO1;10.17.35.11;1
HWSWI008;SWOS0301;10.12.46.221;1
HWSWI009;SWOS0302;10.12.46.222;1
HWSWI010;SWOS0303;10.12.46.223;1
HWSWI011;SWCO0301;10.12.46.230;1
HWSWI012;SWCO0302;10.12.46.231;1
HWSWI014;SWPP0202;10.17.45.35;1
HWSWI015;SWPP0201;10.17.45.34;1
HWSWI016;SW_SERPRO2;10.17.35.12;1
HWSWI017;SWCA0001;10.12.48.172;1
HWSWI018;SWCA0201;10.12.48.170;1
HWSWI019;SWCM0301;10.12.48.165;1
HWSWI020;SWCM0302;10.12.48.167;1
HWSWI021;SWCA0401;10.12.48.168;1
HWSWI022;SWCM0401;10.12.48.163;1
HWSWI023;SWCA0501;10.12.48.166;1
HWSWI024;SWCA0601;10.12.48.164;1
HWSWI025;SWCA0701;10.12.48.162;1
HWSWI026;SWCA0801;10.12.48.160;1
HWSWI027;SWCM0801;10.12.48.155;1
HWSWI028;SWCA0901;10.12.48.158;1
HWSWI029;SWCA1001;10.12.48.156;1
HWSWI030;SWCA1101;10.12.48.154;1
HWSWI031;SWCM1101;10.12.48.151;1
HWSWI032;SWCA1201;10.12.48.152;1
HWSWI033;SWCA1301;10.12.48.150;1
HWSWI034;SWCM1301;10.12.48.147;1
HWSWI035;SWCA1401;10.12.48.148;1
HWSWI036;SWCA1501;10.12.48.146;1
HWSWI037;SWCM1501;10.12.48.143;1
HWSWI038;SWCA1601;10.12.48.144;1
HWSWI039;SWCM1601;10.12.48.141;1
HWSWI040;SWCA1701;10.12.48.142;1
HWSWI041;SWCM1701;10.12.48.139;1
HWSWI042;SWCA1801;10.12.48.140;1
HWSWI043;SWCM1801;10.12.48.137;1
HWSWI044;SWCA1901;10.12.48.138;1
HWSWI045;SWCM1901;10.12.48.135;1
HWSWI046;SWCA2001;10.12.48.136;1
HWSWI047;SWCA2101;10.12.48.134;1
HWSWI048;SWCA2201;10.12.48.126;1
HWSWI049;SWCA2202;10.12.48.128;1
HWSWI050;SWCA2203;10.12.48.130;1
HWSWI051;SWCA2204;10.12.48.132;1
HWSWI052;SWCM2201;10.12.48.125;1
HWSWI053;SWCM2202;10.12.48.127;1
HWSWI054;SWCM2203;10.12.48.129;1
HWSWI055;SWCA2301;10.12.48.122;1
HWSWI056;SWCA2302;10.12.48.124;1
HWSWI057;SWCA2303;10.12.48.120;1
HWSWI058;SWCM2301;10.12.48.121;1
HWSWI059;SWCM2302;10.12.48.123;1
HWSWI060;SWCM2303;10.12.48.119;1
HWSWI061;SWCA2401;10.12.48.114;1
HWSWI062;SWCA2402;10.12.48.116;1
HWSWI063;SWCA2403;10.12.48.118;1
HWSWI064;SWCM2401;10.12.48.113;1
HWSWI065;SWCM2402;10.12.48.115;1
HWSWI066;SWCM2403;10.12.48.117;1
HWSWI067;SWCM2404;10.12.48.173;1
HWSWI068;SWCM2405;10.12.48.174;1
HWSWI069;SWCA2501;10.12.48.112;1
HWSWI070;SWCA2601;10.12.48.110;1
HWSWI071;SWCA2701;10.12.48.108;1
HWSWI072;SWCA2801;10.12.48.106;1
HWSWI073;SWCA2901;10.12.48.104;1
HWSWI074;SWCA3001;10.12.48.102;1
HWSWI075;SWPP0102;10.17.45.32;1
HWSWI076;SWPP0103;10.17.45.33;1
HWSWI077;SWPP0104;10.17.45.36;1
HWSWI078;SWPP0101;10.17.45.31;1
HWSWI079;SWPA0301;10.17.45.16;1
HWSWI080;SWPA0201;10.17.45.18;1
HWSWI081;SWOF00;10.17.45.95;1
HWSWI082;SWPA0401;10.17.45.19;1
HWSWI083;SWPC0101;10.17.45.21;1
HWSWI084;SWPA0604;10.17.45.14;1
HWSWI086;SW_BACKBONE_A;200.156.51.4;-
HWSWI087;SWCM0303;10.12.48.169;1
HWSWI088;SWCA0502;10.50.1.2;1
HWSWI089;SWCM0501;10.50.1.4;1
HWSWI090;SWCA2502;10.50.1.6;1
HWSWI091;SWCA2503;10.50.1.7;1
HWSWI092;SWCM2501;10.50.1.9;1
HWSWI093;SWCA2602;10.50.1.10;1
HWSWI094;SWCA2603;10.50.1.11;1
HWSWI095;SWCM2602;10.50.1.12;1
HWSWI096;SWCM2601;10.50.1.13;1
HWSWI097;SWCA2802;10.50.1.14;1
HWSWI098;SWCA2803;10.50.1.15;1
HWSWI099;SWCM2801;10.50.1.16;1
HWSWI100;SWCM2802;10.50.1.17;1
HWSWI101;SWCA2902;10.50.1.18;1
HWSWI102;SWCM2901;10.50.1.20;1
HWSWI103;SWCM2902;10.50.1.21;1
HWSWI104;SWCA3002;10.50.1.22;1
HWSWI105;SWCA3003;10.50.1.23;1
HWSWI106;SWCM3001;10.50.1.24;1
HWSWI107;SWCM3002;10.50.1.25;1
HWSWI108;SWCM0702;10.50.1.26;1
HWSWI109;SWCM0703;10.50.1.27;1
HWSWI110;HWSWI110;-;-
HWSWI111;SWBLADEPROD;10.12.46.225;1
HWSWI112;SwBACKUP-HP;10.12.46.228;1
HWSWI113;SW-6509-V;10.12.49.250;1
HWSWI114;SWMI0202;10.14.45.12;-
HWSWI115;SWMI0203;10.14.45.13;-
HWSWI116;SWMS0201;10.14.45.21;-
HWSWI117;SWMS0202;10.14.45.22;-
HWSWI118;SWMD0202;10.14.45.32;-
HWSWI119;SWMD0203;10.14.45.33;-
HWSWI120;SWPA0605;10.17.45.17;1
HWSWI121;SWPA0606;10.17.45.37;1
HWSWI122;SWOF0101;10.17.45.15;1
HWSWI123;SWOS0305;10.1.3.97;1
HWSWI124;SWOS0306;10.1.3.98;1
HWSWI125;SW_INTERNET1;200.156.51.6;1
HWSWI126;SW_SAOA;10.4.23.70;1
HWSWI127;SW_VERARI_BLADES;10.12.46.225;1
HWSWI128;SW_VERARI_BACKUP;10.12.46.228;1
HWSWI129;SW_VERARI_BROCADE;10.1.3.124;1
HWSWI130;SWPA0501;10.17.45.20;1
HWSWI131;SWPA0101;10.17.45.14;1
HWSWI132;HWSWI132;10.12.48.179;1
HWSWI133;HWSWI133;10.12.48.180;1
HWSWI001;SW_REDEGOV1;10.1.3.121;1
HWSWI002;SW_MALHA_EXTERNA;10.13.252.2;1
HWSWI003;SWBLADEPROD;10.12.48.99;1
HWSWI004;SWCA2200;10.12.48.100;1
HWSWI005;SWMI0201;10.14.45.11;1
HWSWI006;SWPA0601;10.17.45.11;1
HWSWI007;SW_SERPRO1;10.17.35.11;1
HWSWI008;SWOS0301;10.12.46.221;1
HWSWI009;SWOS0302;10.12.46.222;1
HWSWI010;SWOS0303;10.12.46.223;1
HWSWI011;SWCO0301;10.12.46.230;1
HWSWI012;SWCO0302;10.12.46.231;1
HWSWI014;SWPP0202;10.17.45.35;1
HWSWI015;SWPP0201;10.17.45.34;1
HWSWI016;SW_SERPRO2;10.17.35.12;1
HWSWI017;SWCA0001;10.12.48.172;1
HWSWI018;SWCA0201;10.12.48.170;1
HWSWI019;SWCM0301;10.12.48.165;1
HWSWI020;SWCM0302;10.12.48.167;1
HWSWI021;SWCA0401;10.12.48.168;1
HWSWI022;SWCM0401;10.12.48.163;1
HWSWI023;SWCA0501;10.12.48.166;1
HWSWI024;SWCA0601;10.12.48.164;1
HWSWI025;SWCA0701;10.12.48.162;1
HWSWI026;SWCA0801;10.12.48.160;1
HWSWI027;SWCM0801;10.12.48.155;1
HWSWI028;SWCA0901;10.12.48.158;1
HWSWI029;SWCA1001;10.12.48.156;1
HWSWI030;SWCA1101;10.12.48.154;1
HWSWI031;SWCM1101;10.12.48.151;1
HWSWI032;SWCA1201;10.12.48.152;1
HWSWI033;SWCA1301;10.12.48.150;1
HWSWI034;SWCM1301;10.12.48.147;1
HWSWI035;SWCA1401;10.12.48.148;1
HWSWI036;SWCA1501;10.12.48.146;1
HWSWI037;SWCM1501;10.12.48.143;1
HWSWI038;SWCA1601;10.12.48.144;1
HWSWI039;SWCM1601;10.12.48.141;1
HWSWI040;SWCA1701;10.12.48.142;1
HWSWI041;SWCM1701;10.12.48.139;1
HWSWI042;SWCA1801;10.12.48.140;1
HWSWI043;SWCM1801;10.12.48.137;1
HWSWI044;SWCA1901;10.12.48.138;1
HWSWI045;SWCM1901;10.12.48.135;1
HWSWI046;SWCA2001;10.12.48.136;1
HWSWI047;SWCA2101;10.12.48.134;1
HWSWI048;SWCA2201;10.12.48.126;1
HWSWI049;SWCA2202;10.12.48.128;1
HWSWI050;SWCA2203;10.12.48.130;1
HWSWI051;SWCA2204;10.12.48.132;1
HWSWI052;SWCM2201;10.12.48.125;1
HWSWI053;SWCM2202;10.12.48.127;1
HWSWI054;SWCM2203;10.12.48.129;1
HWSWI055;SWCA2301;10.12.48.122;1
HWSWI056;SWCA2302;10.12.48.124;1
HWSWI057;SWCA2303;10.12.48.120;1
HWSWI058;SWCM2301;10.12.48.121;1
HWSWI059;SWCM2302;10.12.48.123;1
HWSWI060;SWCM2303;10.12.48.119;1
HWSWI061;SWCA2401;10.12.48.114;1
HWSWI062;SWCA2402;10.12.48.116;1
HWSWI063;SWCA2403;10.12.48.118;1
HWSWI064;SWCM2401;10.12.48.113;1
HWSWI065;SWCM2402;10.12.48.115;1
HWSWI066;SWCM2403;10.12.48.117;1
HWSWI067;SWCM2404;10.12.48.173;1
HWSWI068;SWCM2405;10.12.48.174;1
HWSWI069;SWCA2501;10.12.48.112;1
HWSWI070;SWCA2601;10.12.48.110;1
HWSWI071;SWCA2701;10.12.48.108;1
HWSWI072;SWCA2801;10.12.48.106;1
HWSWI073;SWCA2901;10.12.48.104;1
HWSWI074;SWCA3001;10.12.48.102;1
HWSWI075;SWPP0102;10.17.45.32;1
HWSWI076;SWPP0103;10.17.45.33;1
HWSWI077;SWPP0104;10.17.45.36;1
HWSWI078;SWPP0101;10.17.45.31;1
HWSWI079;SWPA0301;10.17.45.16;1
HWSWI080;SWPA0201;10.17.45.18;1
HWSWI081;SWOF00;10.17.45.95;1
HWSWI082;SWPA0401;10.17.45.19;1
HWSWI083;SWPC0101;10.17.45.21;1
HWSWI084;SWPA0604;10.17.45.14;1
HWSWI086;SW_BACKBONE_A;200.156.51.4;-
HWSWI087;SWCM0303;10.12.48.169;1
HWSWI088;SWCA0502;10.50.1.2;1
HWSWI089;SWCM0501;10.50.1.4;1
HWSWI090;SWCA2502;10.50.1.6;1
HWSWI091;SWCA2503;10.50.1.7;1
HWSWI092;SWCM2501;10.50.1.9;1
HWSWI093;SWCA2602;10.50.1.10;1
HWSWI094;SWCA2603;10.50.1.11;1
HWSWI095;SWCM2602;10.50.1.12;1
HWSWI096;SWCM2601;10.50.1.13;1
HWSWI097;SWCA2802;10.50.1.14;1
HWSWI098;SWCA2803;10.50.1.15;1
HWSWI099;SWCM2801;10.50.1.16;1
HWSWI100;SWCM2802;10.50.1.17;1
HWSWI101;SWCA2902;10.50.1.18;1
HWSWI102;SWCM2901;10.50.1.20;1
HWSWI103;SWCM2902;10.50.1.21;1
HWSWI104;SWCA3002;10.50.1.22;1
HWSWI105;SWCA3003;10.50.1.23;1
HWSWI106;SWCM3001;10.50.1.24;1
HWSWI107;SWCM3002;10.50.1.25;1
HWSWI108;SWCM0702;10.50.1.26;1
HWSWI109;SWCM0703;10.50.1.27;1
HWSWI110;HWSWI110;-;-
HWSWI111;SWBLADEPROD;10.12.46.225;1
HWSWI112;SwBACKUP-HP;10.12.46.228;1
HWSWI113;SW-6509-V;10.12.49.250;1
HWSWI114;SWMI0202;10.14.45.12;-
HWSWI115;SWMI0203;10.14.45.13;-
HWSWI116;SWMS0201;10.14.45.21;-
HWSWI117;SWMS0202;10.14.45.22;-
HWSWI118;SWMD0202;10.14.45.32;-
HWSWI119;SWMD0203;10.14.45.33;-
HWSWI120;SWPA0605;10.17.45.17;1
HWSWI121;SWPA0606;10.17.45.37;1
HWSWI122;SWOF0101;10.17.45.15;1
HWSWI123;SWOS0305;10.1.3.97;1
HWSWI124;SWOS0306;10.1.3.98;1
HWSWI125;SW_INTERNET1;200.156.51.6;1
HWSWI126;SW_SAOA;10.4.23.70;1
HWSWI127;SW_VERARI_BLADES;10.12.46.225;1
HWSWI128;SW_VERARI_BACKUP;10.12.46.228;1
HWSWI129;SW_VERARI_BROCADE;10.1.3.124;1
HWSWI130;SWPA0501;10.17.45.20;1
HWSWI131;SWPA0101;10.17.45.14;1
HWSWI132;HWSWI132;10.12.48.179;1
HWSWI133;HWSWI133;10.12.48.180;1
HWSWI001;SW_REDEGOV1;10.1.3.121;1
HWSWI002;SW_MALHA_EXTERNA;10.13.252.2;1
HWSWI003;SWBLADEPROD;10.12.48.99;1
HWSWI004;SWCA2200;10.12.48.100;1
HWSWI005;SWMI0201;10.14.45.11;1
HWSWI006;SWPA0601;10.17.45.11;1
HWSWI007;SW_SERPRO1;10.17.35.11;1
HWSWI008;SWOS0301;10.12.46.221;1
HWSWI009;SWOS0302;10.12.46.222;1
HWSWI010;SWOS0303;10.12.46.223;1
HWSWI011;SWCO0301;10.12.46.230;1
HWSWI012;SWCO0302;10.12.46.231;1
HWSWI014;SWPP0202;10.17.45.35;1
HWSWI015;SWPP0201;10.17.45.34;1
HWSWI016;SW_SERPRO2;10.17.35.12;1
HWSWI017;SWCA0001;10.12.48.172;1
HWSWI018;SWCA0201;10.12.48.170;1
HWSWI019;SWCM0301;10.12.48.165;1
HWSWI020;SWCM0302;10.12.48.167;1
HWSWI021;SWCA0401;10.12.48.168;1
HWSWI022;SWCM0401;10.12.48.163;1
HWSWI023;SWCA0501;10.12.48.166;1
HWSWI024;SWCA0601;10.12.48.164;1
HWSWI025;SWCA0701;10.12.48.162;1
HWSWI026;SWCA0801;10.12.48.160;1
HWSWI027;SWCM0801;10.12.48.155;1
HWSWI028;SWCA0901;10.12.48.158;1
HWSWI029;SWCA1001;10.12.48.156;1
HWSWI030;SWCA1101;10.12.48.154;1
HWSWI031;SWCM1101;10.12.48.151;1
HWSWI032;SWCA1201;10.12.48.152;1
HWSWI033;SWCA1301;10.12.48.150;1
HWSWI034;SWCM1301;10.12.48.147;1
HWSWI035;SWCA1401;10.12.48.148;1
HWSWI036;SWCA1501;10.12.48.146;1
HWSWI037;SWCM1501;10.12.48.143;1
HWSWI038;SWCA1601;10.12.48.144;1
HWSWI039;SWCM1601;10.12.48.141;1
HWSWI040;SWCA1701;10.12.48.142;1
HWSWI041;SWCM1701;10.12.48.139;1
HWSWI042;SWCA1801;10.12.48.140;1
HWSWI043;SWCM1801;10.12.48.137;1
HWSWI044;SWCA1901;10.12.48.138;1
HWSWI045;SWCM1901;10.12.48.135;1
HWSWI046;SWCA2001;10.12.48.136;1
HWSWI047;SWCA2101;10.12.48.134;1
HWSWI048;SWCA2201;10.12.48.126;1
HWSWI049;SWCA2202;10.12.48.128;1
HWSWI050;SWCA2203;10.12.48.130;1
HWSWI051;SWCA2204;10.12.48.132;1
HWSWI052;SWCM2201;10.12.48.125;1
HWSWI053;SWCM2202;10.12.48.127;1
HWSWI054;SWCM2203;10.12.48.129;1
HWSWI055;SWCA2301;10.12.48.122;1
HWSWI056;SWCA2302;10.12.48.124;1
HWSWI057;SWCA2303;10.12.48.120;1
HWSWI058;SWCM2301;10.12.48.121;1
HWSWI059;SWCM2302;10.12.48.123;1
HWSWI060;SWCM2303;10.12.48.119;1
HWSWI061;SWCA2401;10.12.48.114;1
HWSWI062;SWCA2402;10.12.48.116;1
HWSWI063;SWCA2403;10.12.48.118;1
HWSWI064;SWCM2401;10.12.48.113;1
HWSWI065;SWCM2402;10.12.48.115;1
HWSWI066;SWCM2403;10.12.48.117;1
HWSWI067;SWCM2404;10.12.48.173;1
HWSWI068;SWCM2405;10.12.48.174;1
HWSWI069;SWCA2501;10.12.48.112;1
HWSWI070;SWCA2601;10.12.48.110;1
HWSWI071;SWCA2701;10.12.48.108;1
HWSWI072;SWCA2801;10.12.48.106;1
HWSWI073;SWCA2901;10.12.48.104;1
HWSWI074;SWCA3001;10.12.48.102;1
HWSWI075;SWPP0102;10.17.45.32;1
HWSWI076;SWPP0103;10.17.45.33;1
HWSWI077;SWPP0104;10.17.45.36;1
HWSWI078;SWPP0101;10.17.45.31;1
HWSWI079;SWPA0301;10.17.45.16;1
HWSWI080;SWPA0201;10.17.45.18;1
HWSWI081;SWOF00;10.17.45.95;1
HWSWI082;SWPA0401;10.17.45.19;1
HWSWI083;SWPC0101;10.17.45.21;1
HWSWI084;SWPA0604;10.17.45.14;1
HWSWI086;SW_BACKBONE_A;200.156.51.4;-
HWSWI087;SWCM0303;10.12.48.169;1
HWSWI088;SWCA0502;10.50.1.2;1
HWSWI089;SWCM0501;10.50.1.4;1
HWSWI090;SWCA2502;10.50.1.6;1
HWSWI091;SWCA2503;10.50.1.7;1
HWSWI092;SWCM2501;10.50.1.9;1
HWSWI093;SWCA2602;10.50.1.10;1
HWSWI094;SWCA2603;10.50.1.11;1
HWSWI095;SWCM2602;10.50.1.12;1
HWSWI096;SWCM2601;10.50.1.13;1
HWSWI097;SWCA2802;10.50.1.14;1
HWSWI098;SWCA2803;10.50.1.15;1
HWSWI099;SWCM2801;10.50.1.16;1
HWSWI100;SWCM2802;10.50.1.17;1
HWSWI101;SWCA2902;10.50.1.18;1
HWSWI102;SWCM2901;10.50.1.20;1
HWSWI103;SWCM2902;10.50.1.21;1
HWSWI104;SWCA3002;10.50.1.22;1
HWSWI105;SWCA3003;10.50.1.23;1
HWSWI106;SWCM3001;10.50.1.24;1
HWSWI107;SWCM3002;10.50.1.25;1
HWSWI108;SWCM0702;10.50.1.26;1
HWSWI109;SWCM0703;10.50.1.27;1
HWSWI110;HWSWI110;-;-
HWSWI111;SWBLADEPROD;10.12.46.225;1
HWSWI112;SwBACKUP-HP;10.12.46.228;1
HWSWI113;SW-6509-V;10.12.49.250;1
HWSWI114;SWMI0202;10.14.45.12;-
HWSWI115;SWMI0203;10.14.45.13;-
HWSWI116;SWMS0201;10.14.45.21;-
HWSWI117;SWMS0202;10.14.45.22;-
HWSWI118;SWMD0202;10.14.45.32;-
HWSWI119;SWMD0203;10.14.45.33;-
HWSWI120;SWPA0605;10.17.45.17;1
HWSWI121;SWPA0606;10.17.45.37;1
HWSWI122;SWOF0101;10.17.45.15;1
HWSWI123;SWOS0305;10.1.3.97;1
HWSWI124;SWOS0306;10.1.3.98;1
HWSWI125;SW_INTERNET1;200.156.51.6;1
HWSWI126;SW_SAOA;10.4.23.70;1
HWSWI127;SW_VERARI_BLADES;10.12.46.225;1
HWSWI128;SW_VERARI_BACKUP;10.12.46.228;1
HWSWI129;SW_VERARI_BROCADE;10.1.3.124;1
HWSWI130;SWPA0501;10.17.45.20;1
HWSWI131;SWPA0101;10.17.45.14;1
HWSWI132;HWSWI132;10.12.48.179;1
HWSWI133;HWSWI133;10.12.48.180;1
CHAVE;HOST_NAME;IP;STATUS
HWBLA000;R3BL00;10.12.49.100;1
HWBLA001;R3BL01;10.12.49.101;1
HWBLA002;R3BL02;10.12.49.102;1
HWBLA003;R3BL03;10.12.49.103;1
HWBLA004;R3BL04;10.12.49.104;1
HWBLA005;R3BL05;10.12.49.105;1
HWBLA006;R3BL06;10.12.49.106;1
HWBLA007;R3BL07;10.12.49.107;1
HWBLA008;R3BL08;10.12.49.108;1
HWBLA009;R3BL09;10.12.49.109;1
HWBLA010;R3BL10;10.12.49.110;1
HWBLA011;R3BL11;10.12.49.111;1
HWBLA012;R2BL00;10.12.49.112;1
HWBLA013;R2BL01;10.12.49.113;1
HWBLA014;R2BL02;10.12.49.114;1
HWBLA015;R2BL03;10.12.49.115;1
HWBLA016;R2BL04;10.12.49.116;1
HWBLA017;R2BL05;10.12.49.117;1
HWBLA018;R2BL06;10.12.49.118;1
HWBLA019;R2BL07;10.12.49.119;1
HWBLA024;R1BL00;10.12.49.124;1
HWBLA025;R1BL01;10.12.49.125;1
HWBLA026;R1BL02;10.12.49.126;1
